826	0.19915336,0.8003172,-0.10810231,0.40749383,0.2649267,-0.2579271,0.268745,0.46656334,0.51946396,-1.5663277,-0.41844758,0.12991892,-0.551755,-0.7764103,0.31837067,-0.009521122,-0.8816008,0.5045863,-0.26188692,-1.284378,-0.17566836,-0.2084352,-0.66352105,0.62994534,-0.9562179,0.009942431,0.33841985,-0.53274673,-0.1999488,1.1497257,-0.07528194,0.643976,1.2323713,-0.88640016,-0.061824873,-1.1891909,0.9494369,-0.56129086,-0.0778913,-0.4573953,0.09537487,0.007005124,1.7069122,0.7385963,-1.1022803,0.046503928,0.27284917,0.10516031,0.3078993,-0.6245083,-0.054530486,0.1469705,0.80398417,0.041048955,0.374073,-0.32874224,-0.09281729,-1.3814044,0.9730798,-0.12911057,-0.6061415,0.75267047,0.503682,-0.20873332,-0.3311234,-0.5493411,0.97154915,0.47737414,-0.023055593,1.1539867,0.50743383,0.83189344,0.68930376,-0.047449134,-0.09834954,0.34881723,-0.2408384,1.1571468,-1.0729425,-0.7979923,-1.0461706,-0.1990863,0.8689829,-0.40741873,0.55377495,0.35245538,0.021199094,0.03623863,0.65319973,-0.47881636,0.543961,0.6839126,-1.0148686,0.51050025,0.31506452,-0.8414002,0.8018916,0.5387239,0.35304323,0.5100484
827	0.29302314,-0.62898886,-0.4209991,-1.1743586,0.23295678,-0.6163489,-0.12070514,0.50387704,0.75964695,-0.26174712,-0.7545719,-0.09589173,0.77089655,0.19687814,0.92155635,0.392483,-0.59311163,0.58344847,-0.18839614,-0.4792249,-0.55836874,-0.13265964,-1.3786789,0.63806134,-0.37590173,0.029342145,-0.32545426,0.4364314,-0.10811458,0.4434579,0.62241584,0.42526186,0.42689976,0.21655276,-1.059022,-0.67814976,0.73665947,0.40902066,-0.44000375,-2.8225687,0.4415858,0.54261607,0.4410775,0.004458788,-0.00802001,-0.4758983,0.3971949,-0.6759059,0.3930229,0.47005454,0.30613393,0.53125954,-0.24845679,-0.022101773,-0.93254757,0.50926924,0.016635131,-0.20603907,-0.2059418,-1.1785932,-0.7106119,-0.06272856,1.4703634,-0.21149395,0.5822405,0.54770803,-0.3131358,0.008276738,-1.4605901,-0.8908453,0.60019666,-0.9256437,-0.027329462,0.22001128,-0.35363996,-0.43722954,-0.062192596,1.0287791,-0.008969562,-0.5015764,-0.36863264,1.2290043,-0.9552894,0.46110195,-1.6652256,0.12520559,0.43147954,-0.2135734,-0.21923953,-0.21110377,0.1713282,0.075099595,-0.6030232,-1.374466,-0.5083028,-0.6764484,-1.152173,0.5233982,0.8554743,1.3533486
828	1.1440212,0.49630135,0.3286163,-0.56742984,-0.6796613,0.444694,-1.0286512,-0.66087776,0.24196339,-2.0747342,0.96556467,0.48682326,-0.12541848,-0.32949653,0.48046735,0.59341455,-0.834166,-1.3651892,-0.10124429,0.060680203,-0.5636009,-0.6511483,0.09006699,0.9802679,-1.0519745,-0.7754085,0.56710756,-0.4697784,-0.82872343,-0.2905309,0.037265226,-0.4036368,0.08092809,-0.25010598,0.4443144,-0.19983654,0.3820616,-0.20559172,0.7060884,-0.5872664,-0.6111617,-0.6410821,-0.20661077,0.2562504,0.26339597,-0.9035891,-0.5764412,0.6090399,-0.21249299,0.38085738,-1.2792754,0.15074168,-0.82294583,0.47358686,0.5270446,1.3530073,-0.3879903,0.9512333,0.036020905,0.44852743,0.58708507,-0.5695011,0.28547427,-0.6489634,0.24418283,-0.04345455,-0.39536238,0.1824933,1.2374543,0.6040313,0.33574787,0.5919681,-0.82623214,0.23879616,0.2242353,0.30279696,-0.106053166,0.65828866,0.33988756,-0.89811313,0.46139622,0.3933116,-1.0621064,-0.6679121,0.71538043,-0.74968493,-0.30563784,-0.34835416,-0.0011282287,0.8808074,1.4739621,0.62067914,0.30020255,0.6979739,-0.11087726,-0.019157466,-0.25055137,0.065175235,-0.07643188,0.7507538
829	0.21532214,0.27183843,0.8179968,-0.4293305,-1.1405871,-0.74582666,0.00013249797,0.5617479,0.5315171,0.532806,0.56857806,-0.2424155,0.40033162,-0.71884966,-0.10646087,-1.0728922,-0.18117696,0.32154027,-0.75249463,-0.41355646,-0.20036316,-0.19262992,-0.3349962,0.3332678,0.07902013,-0.7193859,0.0980945,0.0440009,0.13739936,0.18782353,0.35485965,-0.46874326,0.11973434,-0.8528114,0.7456806,-0.40278926,-0.5356646,-0.47170317,-0.24760449,-0.52184427,-0.19415021,0.14152582,-0.46349344,0.3668542,-0.31754652,0.4468336,-0.40620768,0.21643066,0.43139064,0.51793164,-0.34811372,-0.40359214,-0.54899734,-1.0390257,-0.017866453,0.8446717,-0.42087373,0.19069077,0.42765167,-0.456805,0.4758258,0.1285335,0.33421007,0.27212498,0.6390412,-0.8649667,0.32527405,0.80693495,-0.24721675,-0.35846484,-0.25188482,-0.029412977,-0.69175595,0.5506633,0.76984394,-0.10109285,0.1784773,-0.23995069,-0.03653667,-0.60833466,0.22660081,1.2342862,0.200517,-0.66539764,0.5430686,-1.1953698,0.9542069,0.09255524,0.3261382,-0.4570065,0.38690495,-0.36522332,0.39419255,-0.7434008,0.5222686,0.7452226,0.4571022,-0.31691068,-0.62933904,-0.9543405
830	-0.15035868,0.33198935,0.5453678,-0.33109194,-0.8335854,-0.05826923,0.5470598,-6.3156316e-05,-0.31021488,1.315226,-0.85774183,0.46786577,0.1001188,-0.021799387,-0.29503283,-0.090956956,-0.87011874,0.95107156,-1.1900165,0.19290744,1.1754806,-0.47790393,0.8614012,-0.10771814,-0.43876374,-0.65132385,0.490838,0.42770046,0.51505697,0.5567994,0.64183736,-0.8543643,0.8497037,-1.1640654,-0.040803596,0.088600524,0.65988386,-0.010154707,-0.5573929,0.3097613,-0.82941276,0.35627148,0.8480876,1.5665799,-0.2572097,-0.51987976,0.02641766,0.714387,-1.5551656,-0.46765745,-0.50774354,0.5534128,0.9198555,-0.8069706,-0.05201257,-0.12072776,-1.2813051,0.5089253,-0.567396,0.9327365,0.27510235,-0.21823055,-0.6493894,-0.38508856,1.1149156,1.5177331,-0.023685426,0.55886865,0.016157601,0.4754224,-0.20370315,-0.011804065,-0.37037858,-0.057006393,1.6261652,-0.56578153,-0.032665107,0.40506735,-0.36136678,0.6085181,-0.20520273,-0.0019966734,-1.7034978,-1.0550395,-1.4418231,1.1525642,0.80087805,1.2475549,0.939848,0.3140195,0.82580036,1.0910426,1.1683334,-0.2094635,-1.3213176,-0.402911,0.4928189,0.5162774,0.5091719,0.37363034
831	-0.2990205,-0.12228147,0.7723602,-0.1268658,0.43741274,-0.9422065,0.18774886,-0.52647156,-0.55719525,-0.16876078,0.11569045,-0.8412236,0.42688963,-0.16756485,0.2995126,0.12064137,0.13232537,-0.4949195,0.4385776,0.3687341,-0.572574,-0.20149511,-0.0033691009,-0.7340068,-0.57218367,0.6374652,0.44060317,-0.0126965055,0.7155652,0.5217441,0.9316574,-0.14160195,-0.68943936,-0.25299853,-0.3003175,-0.48765394,-0.7748145,0.13355953,0.20148504,-0.17627975,-0.2564026,0.46697757,-0.22885428,0.6853676,-0.11440734,-0.4785968,-0.32004756,-0.09281782,-0.6655016,-0.13604449,0.08355105,-0.33655065,0.20821565,-0.1742244,0.103789605,0.92486805,0.6974158,-0.19152737,-0.5922544,-0.0890956,0.26061466,-0.20244627,0.020908203,-0.24426109,0.66488326,0.31468278,0.027327362,-0.23409894,-0.23232406,0.391653,0.38005504,0.33349273,-0.44566074,0.2854028,-0.35500655,-0.3427359,-0.04391956,-0.47431058,-0.4483929,-0.06750978,0.4541634,1.7308025,-0.17138293,0.036310744,0.5209526,0.34949127,0.5096574,-0.44742256,0.7449455,-0.023405796,0.47717765,-0.2755351,0.18190235,-0.28197,0.08697932,0.5298358,-0.25213057,-0.21777996,-0.57618284,-0.05386854
832	0.12050174,0.052985404,-0.11372539,-0.8170774,-0.9702027,0.535319,0.14939144,0.81234115,0.0007564554,-0.19976217,-0.12849139,0.42681587,-1.1405146,-0.44289467,0.16198549,-0.94548094,0.056295864,-0.8933577,1.0312071,-0.93252313,-0.31817746,0.36208615,-0.06965406,-0.35151482,-1.3628879,-0.29574308,1.5000546,0.80750966,-1.004435,0.6803369,0.2793756,0.06701765,0.09040736,-0.6836972,0.96180516,-0.91053003,0.02112027,0.29705602,0.724465,-0.904807,-0.52783436,0.13742621,-0.34649068,-0.70894843,-0.47368082,0.3690108,0.66067123,-0.074507244,0.3235097,-0.83834815,-0.6359513,-0.5140098,-0.06964175,-0.31133378,0.7518932,1.0899947,-1.6011914,0.7584347,1.1325322,-0.8085208,0.5141531,-0.5432151,1.6836933,-0.7177438,0.870021,0.6353578,0.18431656,-0.9339666,0.2600511,-0.3171154,-0.3429025,1.0185441,0.5697789,0.9016689,1.1743845,-0.36571768,-0.014875436,1.6302094,0.18637277,-0.1857002,1.5380075,0.8266528,-0.78281665,-0.48109487,1.0238396,1.1907165,-0.18267342,-1.0914404,1.078337,-1.5194954,0.76521367,0.0064869034,0.4870314,-1.0210617,-0.7566965,-0.116761625,-0.4544108,0.33196926,-0.2856101,0.5526456
833	0.18087292,1.2299284,-0.94129246,-0.058356147,-0.769565,1.2084211,-1.8868614,0.07669452,-0.21513946,0.23341797,1.7453822,-0.4539989,-0.69433886,0.5754802,-0.13829641,-0.7100414,0.87717456,-0.6123711,-0.09377398,0.015039386,0.17291133,0.57825804,-1.8217516,0.41388547,-0.6098437,-0.054240614,0.6211171,-1.3121805,0.427493,-0.24527949,-0.17608505,-0.222377,0.7471138,0.38194153,0.21404624,-0.708575,-0.4871853,1.2709708,-0.18085177,-0.12946464,-0.20022902,0.31416047,-0.076001294,-0.62499887,-1.9393119,0.65244853,0.38914186,-0.93531626,-1.2767893,-0.00810938,0.027232338,-0.5239564,0.1501425,0.15414889,0.72771484,-1.0130006,-1.2231958,2.03458,-0.44477022,-0.13706811,0.8333558,-0.36527714,0.4256471,0.10817513,-0.100706205,1.2384772,-0.030640546,-1.0067651,1.110287,-0.26115483,0.9394408,0.52068067,-0.33129132,1.2216932,-0.35710984,0.30833012,-1.2288449,-0.020555718,0.58668613,-0.07082321,-0.060350776,1.6461492,-0.19145915,-0.046870515,0.5311127,0.409412,1.7594414,-0.26357338,0.017550685,-1.0753193,0.04979438,-0.8465939,-0.4073094,0.7371199,-1.5010349,0.08349456,-0.23754187,0.22571655,0.17529769,0.6401798
834	-1.5253838,0.2515614,-0.322397,-0.23513877,-0.63643396,-0.5314688,0.3665842,1.103646,0.6312081,-0.45370898,0.34129152,-0.75442964,-1.0663636,-0.88354564,0.20808887,1.0434754,0.83428407,0.5604567,0.12647125,0.123859175,-0.28988034,0.09647333,1.0310609,-0.3921844,-1.4858177,0.042877596,0.4490815,-0.0226304,-0.25609478,-0.41233748,0.35781586,-0.01716424,0.46314645,-0.20640433,0.561758,-0.8714668,-1.0014105,0.42204434,0.48045704,-0.54707897,1.3918417,0.1671311,0.32352886,0.7627986,-0.90993035,-1.1870484,-0.2767475,-0.06923343,-0.3824339,1.0911282,-0.55506796,0.06122592,1.2525152,-0.43291035,-0.094228156,0.14896832,-0.23530257,0.07550623,0.08604728,-1.4864326,0.46089506,-0.7997923,0.05887946,-0.30903837,0.6944427,-0.10810975,0.81195223,-0.24320056,0.39318138,-0.07606345,-0.47595707,0.5465355,-0.3533294,0.39026925,0.5747579,-0.07839879,0.101574846,-0.08542515,-0.11251013,-1.0713292,0.38686335,0.6120928,-0.30743137,0.39948007,1.0064656,0.25748843,1.0756137,0.5270293,-0.081258975,0.5399688,0.7597627,0.35842338,-1.1464326,-0.06270568,0.5727464,-0.06685958,0.5002818,1.4563355,0.2619046,-0.56181663
835	1.1423453,-0.98207575,1.3675721,-0.16356297,0.35780498,-0.46811515,-0.3374781,1.1194147,-0.30158678,-0.24163085,-0.36333945,-1.2094169,-0.09601084,-0.6125084,-0.75643957,-0.07053503,0.4139516,0.09287908,-0.17549974,0.26046035,-0.67412275,0.18041743,-0.5038399,0.6209754,0.75915176,1.1702744,0.9323681,-0.21127965,0.1245754,1.1651583,-0.43250787,1.3470826,0.54859155,-0.12907794,-0.2817688,-1.4409503,-0.1990389,-0.46494314,0.111733764,-0.40545714,0.24945644,0.59730005,-1.2163949,0.118222855,0.11168556,0.1722743,0.9930681,0.05403067,0.16059087,0.80747545,-0.04496754,0.24778128,0.29975885,-0.053882755,-0.30894247,-0.018934883,0.78765315,-0.17242736,-0.57555807,0.4333447,-0.39931035,-0.31593037,0.72002834,0.37716368,-0.36348528,0.43861863,-0.18535668,-0.2032453,-0.4061572,0.4975668,-1.5893875,-0.123208925,-0.21352534,-0.3044687,0.13285951,0.09598669,-0.90125984,-0.32354268,-0.5946747,0.2635005,-0.91678035,0.631266,0.014095987,-0.19102682,0.4207648,0.33289126,-0.120038785,-0.30972606,0.6514957,-0.5770297,-0.24769083,0.38424495,-0.33590046,-0.15831113,-0.42175552,0.42479736,-0.09873385,0.19245529,0.9032518,-0.14003687
836	0.23462458,-0.31097218,-0.36274168,-0.9069003,-0.33740863,-0.7215964,-0.22034332,0.920113,-0.5207461,0.55133206,-0.14816053,-0.09864355,-0.545295,0.06672463,-0.20119041,-1.6115115,-0.9679523,-0.42358008,-0.2684874,-0.34460762,1.2040462,0.90988654,-1.0160135,0.23500909,0.60222465,-0.2139031,0.8301001,0.054924835,-0.013962643,0.060064532,0.80054593,-0.7800751,0.035399117,-0.71699953,0.00406624,-0.24749553,-0.6504361,0.23692563,0.06965062,-0.0099204285,1.0024316,-0.82092124,0.29635182,-0.2734456,0.061147135,0.1488921,0.6584004,-0.75356,0.5057462,1.0610253,0.7213724,-0.61960465,0.7485808,-0.6366864,-0.8256586,0.47965178,-0.69999105,0.21402074,-0.21866228,0.2521482,0.1296607,0.024776572,0.40499732,0.089507036,-0.18036877,-0.10049822,-1.0499195,-0.5516605,0.90930194,-0.46229014,0.3096145,-0.4466741,0.035834108,0.3840873,0.15647426,-0.19489874,-0.48464218,0.6016764,-1.2033628,-1.1121701,1.2242084,0.0742697,0.17237689,0.30087966,-0.72630227,-0.19421534,0.18120725,-0.21490969,0.5059845,0.099340886,-0.371454,0.21708587,-0.4728684,-1.11572,-0.36351624,-0.07026472,-0.4474113,0.40459287,0.7164116,-0.06828168
837	0.19223496,-0.3405445,-0.3691548,0.21139684,-0.7924623,-0.62815213,0.45008272,0.98475313,-0.28450188,0.271349,-0.4153588,0.32732528,0.13667774,-0.09616433,-0.22488111,-0.19333418,-0.4191519,-0.0458326,0.04365097,-0.11063004,-0.4309213,-0.0019554356,0.13457748,0.085058846,0.5053746,-0.28403425,-0.30597547,0.11456661,0.122762136,-0.12923977,0.19294927,-0.23046702,-0.38699648,0.90951735,0.20542246,0.056624144,0.3525645,-0.0013785849,-0.24226634,0.28336334,-0.1832702,-0.234387,-0.1775743,0.019820793,-0.18459019,0.2796289,-0.27862132,-0.32495853,0.026098588,-0.1239763,0.85850435,-1.0174785,-0.30136514,0.07069136,0.24539475,0.27667153,0.69317186,-0.503445,0.25342226,-0.15136312,1.079664,-0.44336548,-0.007349819,-0.5668427,0.4646002,0.46000472,0.71557117,-0.31696773,0.5068638,-0.784166,0.81936586,-0.2348973,-0.124755114,0.33060804,-0.23850092,-0.11122255,0.042328797,-0.006808317,-0.7709088,-0.32836968,0.3234435,-0.2745296,0.09671022,0.18994324,-0.26709092,-0.6583793,0.6878941,-0.31170258,1.3420511,-0.15148728,0.27640837,-0.857813,-1.4131546,-0.773249,-0.49878165,0.10921139,0.10950524,-0.76150334,0.46641922,-0.2742329
838	1.2473344,0.6256074,0.5964139,0.43347803,0.37003866,-0.12198259,-0.23747382,0.8048541,0.50508624,0.3047209,0.27750483,-0.6486485,0.46042106,-0.28945115,1.063637,0.40889284,0.030502008,0.06001647,-0.90065265,-1.0118182,0.7807459,0.3848892,-0.26006624,-1.2354681,0.20403366,-0.7159623,0.19243677,-0.6473004,0.11509452,1.2425139,0.10392996,0.485279,-0.38185146,-0.28383622,-0.19681413,-1.1355634,-0.7049695,-0.11100508,0.79016894,0.32585534,-0.419328,0.44411063,0.31774303,-0.45880982,-0.4829446,-0.051510587,0.55396515,-0.4674423,-0.51991326,0.15623595,-0.85787386,-0.5219362,0.8260444,-0.91386014,-0.5420307,0.23848249,0.40181562,-0.35212862,-0.9961671,0.359067,1.4306012,0.8955114,0.5498838,0.13950925,-0.50315964,0.5446616,-0.27589554,-0.6581548,0.370478,-0.108439334,-1.3110404,0.15395464,0.09309218,0.06536809,0.33253002,0.079649664,-0.50215,-0.24700916,0.7935523,0.6960042,0.10567729,-0.1402452,-0.20633662,-0.39244583,0.8550551,-0.61276925,0.2810817,0.07947871,0.2116836,0.210525,1.3717005,0.6982939,-0.83891714,0.36022234,0.09215302,1.1828718,-0.15073949,0.7924201,0.5335041,0.89409965
839	0.027376069,0.20536421,0.5042088,-0.33152783,-1.2985357,-1.0118781,-0.13966037,-0.22370951,-0.34644097,-0.5494566,1.1778781,0.70591176,0.47962213,-1.2007121,0.8684215,-0.85279286,0.50427115,-0.7205551,-0.81141526,-0.4033045,-1.9809964,0.25183928,-0.17349423,-0.17992745,-0.5144604,0.62901807,1.3573592,-0.94454986,-1.2999201,0.18008706,-0.14111249,-0.55918103,1.1761888,-0.2766786,0.98756343,-0.9688563,0.46998948,-0.27077568,0.17506197,-0.9384942,-0.64777297,-0.32708722,0.18620777,0.23416167,-0.6079759,-0.1518351,-0.09164819,0.74060756,-0.28834057,-0.080508664,-0.90656817,-0.79982144,0.36679226,0.049713735,0.22084561,0.6862744,-0.33704862,0.5158107,0.4496845,-0.9142873,-1.1240859,-0.5718536,0.5408903,0.57712054,1.437572,0.9691949,-0.44886464,0.31508037,-0.41756657,-0.42792428,-0.1417415,0.8620918,-0.10721843,-0.8468047,-0.5636005,-0.14984384,-0.4040237,1.2227486,-0.5591009,-0.6552297,1.9079384,-0.052791502,0.49312648,0.45959553,0.24712092,-1.0186334,0.666737,-0.050931696,-0.25519937,-0.7394285,-0.39372763,0.48915026,0.099903435,-0.66916156,0.58617586,0.37378174,-0.39531744,0.32827312,-0.018303776,0.071420245
840	0.51300764,0.8634185,-0.12015202,0.3030898,-0.066982344,0.31112948,-0.92170775,-0.065291256,2.2488396,0.22235534,1.2707404,0.016883727,0.39946172,-0.78638,0.5793255,-0.896986,-0.74805355,0.7587757,-0.8474243,-1.4865484,-0.34715015,-0.6601589,-0.40853822,0.53351927,-0.8875166,-0.454985,0.35034287,-0.45337746,0.5704636,1.0446347,-0.04051446,-0.00091247004,-0.2438372,-0.145925,-0.86082953,0.009167545,-0.14032023,-0.7439697,-0.9595487,-0.37356177,0.44335002,0.60530186,0.38893428,0.44650066,0.52555907,-0.00973048,-0.3412808,-0.3362909,0.5136549,-0.22507423,0.13923784,0.90903294,-0.18061347,0.84483457,0.67169255,-0.68399084,-0.25266153,-1.5854639,-0.7312269,0.56796354,-1.0730357,-0.020407688,0.106236055,-0.22019121,-0.1692926,-0.17324235,0.4450407,0.24341735,-0.23294698,-0.15417473,-0.12177678,0.016866347,-0.010833931,1.2823572,-0.016568763,1.7654992,-1.0923024,-0.037721284,0.03936961,-0.4628585,0.28537592,-0.46999803,0.5136482,0.48317167,1.0635817,0.27765834,0.20525901,-0.46772394,-0.30096504,-0.35224894,0.118636176,0.6778157,-0.009573264,-0.68431085,-0.3587546,-1.4455836,1.645635,0.9898723,-0.2779888,0.71832985
841	0.2337155,0.73555726,-0.2314917,0.49213433,-0.61079,-0.0005988252,0.29043356,-0.07195003,0.60379183,0.009414244,1.0971711,0.25883645,-0.43657237,-0.67584646,0.4005084,-1.4428586,-0.20103718,-0.17492102,-0.52004576,-0.32066303,-0.31008422,-0.27533868,-0.32804853,0.4266091,-0.9078222,0.4100062,0.004218893,-0.0049411375,-0.7664901,0.7361905,0.18449116,0.7888865,-0.3683415,-0.5784308,-0.54062253,-0.17932709,-0.3097176,-0.88286227,0.50244164,0.6125852,-0.5323683,-0.08769211,0.30388168,0.06650942,-0.49689123,-1.101925,0.73045427,0.625912,0.44301203,-0.056853734,0.2972398,0.6066963,0.64874965,1.2085947,-0.81173575,-0.3211712,0.096575744,-0.6899341,0.6420574,1.1589309,0.092151314,0.41053426,-0.7049653,-0.5202377,-0.024303397,-0.3425753,0.5121299,-1.234223,0.037616942,0.0217861,-1.3821208,-0.38540697,-0.21195553,0.8398275,-0.8259469,-0.624904,1.1558051,0.8527945,0.40029237,0.4015592,0.44821066,0.12453172,0.2618033,-0.039509248,0.56597894,-0.41518435,-0.23328719,-0.335435,-0.15930739,-0.60938305,-0.045422465,-0.18662763,0.24653877,0.35308546,-0.66895217,-0.18691169,-0.7832972,1.7875634,-0.49694628,1.1615508
842	1.0959444,0.5746934,1.1260396,0.73013556,-1.0527775,-0.9432139,1.0541604,0.96749264,1.0203222,-0.13787584,1.170303,0.5941804,0.23622194,-0.945315,1.0704739,0.6079385,0.582465,-0.74201417,-0.7273943,-1.0335066,-0.8713233,-0.9251514,0.7745528,1.1526477,-0.9544215,-0.7570823,1.0866657,-1.107216,-0.6129364,-0.22733653,0.5863073,-0.24399911,1.0886315,-0.7696196,0.95932215,-0.657562,-0.70189106,0.6508813,0.9034806,0.095343485,0.6106323,0.22742067,-0.5590188,-0.35872287,-1.1092181,-1.0589215,1.0288199,-1.0557717,-1.0088296,1.1115277,0.9146461,0.80038,0.66560674,-1.1501898,-0.354753,-0.05829307,0.41960782,-0.13159516,1.0423616,0.7161379,0.6077981,1.0757891,-0.9873308,-0.71015614,0.19587885,-0.46097508,0.01879053,0.24969284,0.514105,1.0071714,-0.9680438,0.89300483,-1.082142,-0.9892059,1.0357535,1.1239736,-1.095247,1.0342718,-0.37435895,0.30228356,-0.34402993,-0.7225895,-0.7342594,-0.9486166,0.6501601,0.44818607,1.095463,0.581017,0.6607772,0.68257064,-0.06512699,-0.01999893,-1.0663654,0.38533124,-0.96682733,-0.6911232,-0.4261556,0.27675334,0.25618184,0.7933479
843	-0.91281664,0.1472996,0.25582027,0.6978003,-0.9855444,-0.3992539,0.43278164,0.8370613,-0.33141372,0.8637298,0.9245248,-0.1925542,0.63473463,-0.2120369,0.5243179,0.2934551,-0.47017148,-0.9463004,0.19207571,-1.321115,0.0068511977,-0.87034094,-0.65518785,1.0322073,-0.34846875,-0.29321533,0.42783922,1.0819594,0.5852674,0.7029238,0.59204024,-0.2196096,0.13371196,0.20153494,-0.63386625,1.1344911,-0.6668737,0.03002648,-0.10532385,-0.7328176,0.10426078,0.30305585,0.78588456,0.34977138,0.2594392,-0.37989506,-0.7965665,-1.1390663,1.000745,-0.0026442518,-0.45133552,-1.4997114,0.9329829,-0.5223129,-0.3497327,-1.2344292,0.63180155,0.38530648,-0.5306422,-0.517627,0.76313907,1.2161741,-0.3311686,-0.29642168,-0.6941064,-0.59291375,0.5716099,0.8019393,0.5758971,-0.4776953,0.7173684,1.9496502,0.094195746,-0.6707621,0.7148288,-0.13550574,0.6992098,0.55253685,-0.95857036,0.287392,0.086709686,-1.5305434,-0.39271295,-0.0039628106,0.030433916,-0.027260518,1.1849765,-0.067427695,0.81723225,0.42844668,-0.14768933,-0.2361328,-0.30208927,0.55816483,-0.939947,0.08506526,0.31375256,0.0042044334,0.62305593,0.18977863
844	-0.03300734,-0.0064781755,-0.024676397,0.013046868,0.007880826,-0.026701827,0.026567373,-0.00065576285,0.027907934,-0.0015849732,-0.003706403,-0.026830975,-0.00578399,-0.016324291,0.037592348,0.0012371503,-0.008812463,-0.037134457,0.021749835,0.023728777,-0.036908507,-0.012187798,-0.024616856,0.011040814,0.023617197,-0.03194256,0.028028872,0.036115933,-0.033330556,0.027418334,-0.0047101267,0.034659673,0.02730627,-0.036853872,0.008819565,0.024392005,-0.030145135,-0.030986553,0.01940173,0.01643708,0.0363503,-0.018445034,-0.006938249,-0.0056490153,0.008559268,0.0024717487,0.03664246,0.027071986,0.018037401,0.033269245,-0.014147593,-0.010787874,0.02255316,-0.023530774,0.022340998,0.008566055,-0.020882847,-0.01385879,0.023706034,0.012857277,0.006758161,0.036086913,-0.016791336,-0.009787545,-0.0019528419,-0.031496137,0.033405248,-0.025783509,0.02485967,-0.017956998,-0.032776013,0.012898635,-0.029780798,0.0041118227,-0.0066489205,0.03604729,0.02856927,-0.019775817,0.012377113,0.030156251,-0.035119817,-0.03482491,0.008500218,0.031323742,0.02769677,0.0028637834,0.036666777,0.009244014,-0.030955542,-0.014273219,-0.02626504,-0.025735535,-0.0003992729,0.036392566,-0.038022317,-0.017321555,-0.012450866,-0.031641755,0.0076590665,-0.015875522
845	-1.0701919,-0.4632006,-0.8338515,-0.09215137,0.28482345,-0.60209805,1.2961186,0.259532,-0.045015354,0.32482144,-0.4127141,-0.18994667,0.41765925,-1.1211913,-1.079725,-1.0073735,-0.58855784,0.14599249,2.0280192,0.44772148,0.5469185,0.57542115,0.9070619,-0.17205532,-0.9582547,0.20269142,0.83491355,0.18541785,-0.015856268,-0.08414752,0.39874896,-0.27718157,-1.013215,0.90628356,-0.015562706,-0.19442652,-0.08855075,-0.11814981,-0.60820544,-0.1131491,-0.45363307,0.20486347,0.30659863,0.5105615,0.648011,-0.4345555,-0.22659768,-0.14822137,0.4669591,0.66434264,-0.24481522,-0.89755476,1.685411,-0.13812192,1.2949952,0.9583646,1.2331481,-0.63734037,0.75797486,1.4067818,0.5763736,1.2897524,-0.094269946,1.3258356,-1.4876887,0.6673612,1.0842087,0.9759654,0.109033376,0.023460355,0.06419023,0.86875623,-0.28157702,0.3590617,0.027978228,0.7450135,-0.8050842,-0.2856734,0.15115105,0.39707217,-0.18689181,-0.19563012,-0.25612867,-0.31486726,0.42176247,-0.49267083,0.43323526,-0.33039758,-0.5790782,0.3830421,-0.57150376,1.8247584,0.23315726,-0.004172171,-0.33714026,-1.1885142,0.25179008,-0.2566956,0.5870136,0.79337025
846	0.40784347,-0.00019257785,0.3538798,0.4158484,-1.4331595,-1.1325691,1.0182738,1.2656033,-0.42727196,0.111788526,0.25876895,0.17837194,-0.11276045,-1.343274,0.49910706,0.7968241,-0.07218467,-0.3356197,0.6155434,-1.0471594,-0.69025594,-0.65551037,-0.34963614,1.1466596,-0.5613404,-0.8980125,1.9179138,-0.22375388,-0.11558621,1.0181618,1.1661087,-0.14533131,0.8367904,0.11307713,0.12645489,-0.3059691,0.10061091,-0.20102768,0.90636265,-0.6965461,-0.47535825,0.72776705,0.11226165,0.8355518,-0.08879525,-1.816271,-0.2908264,0.6653734,0.2203389,0.6733953,0.2623545,0.33838028,-0.34987947,-0.5907496,-0.65766835,0.011725738,0.56850743,-0.22804041,0.3756209,-1.2165002,0.32912505,0.9531938,-0.6547249,-0.08603343,-0.2640757,0.11359274,0.010241291,-1.0556905,0.3902955,0.12152996,-0.776197,0.23039697,0.30372933,-0.26063466,0.058296595,0.35086247,0.14689648,-0.61404425,-0.6251562,-0.593674,-0.8462377,-0.90971553,-0.7434772,-0.41991073,0.8410821,0.25655872,-0.112964295,0.039927617,0.3457872,0.43884772,0.021062905,0.061755694,-0.40499765,1.4839218,-0.5254308,-0.39511827,-0.92981046,0.2808923,-0.121047385,1.6394184
